Sno,Entity,Code,Year,Fertilizer Usage (kg/ha),Irrigated Land (%),Total Crop Yield (tons),Greenhouse Area (ha)
3377,Turkey,TUR,1985,3.92,29.62,20365,0.4
3378,Mexico,MEX,1998,17.77,37.94,46872,0.83
3379,Qatar,QAT,1982,0.52,9.54,8529,0.11
3380,Japan,JPN,1997,13.42,28.41,65169,0.72
3381,Spain,ESP,2018,15.39,40.71,163969,3.75
3382,Nigeria,NGR,1988,2.06,38.41,17141,0.59
3383,Germany,GER,1991,5.27,40.15,19144,0.55
3384,Kenya,KEN,1984,3.26,43.97,19550,0.04
3385,Kenya,KEN,1982,1.04,46.88,7738,0.11
3386,Oman,OMN,1990,5.84,20.28,43361,0.99
3387,United Kingdom,UK,2009,28.87,28.44,30523,1.66
3388,Mexico,MEX,1983,1.38,39.53,7253,0.08
3389,Oman,OMN,1984,2.62,34.86,15885,0.05
3390,India,IND,1980,0.0,49.78,0,0.0
3391,India,IND,2006,11.79,0.68,85003,2.41
3392,Denmark,DNK,2007,19.6,17.76,73339,2.69
3393,Qatar,QAT,2008,26.43,14.05,29973,2.66
3394,Mexico,MEX,1997,10.0,13.12,33046,1.29
3395,Mexico,MEX,1991,8.71,11.13,23530,0.66
3396,Argentina,ARG,1992,2.16,35.46,17369,0.76
3397,Spain,ESP,2020,11.6,4.24,141045,2.34
3398,Qatar,QAT,1981,0.55,37.08,1969,0.07
3399,United States,USA,2016,4.25,34.67,75977,1.72
3400,France,FRA,1995,4.91,12.54,68894,1.05
3401,Qatar,QAT,2003,13.01,12.64,65975,0.48
3402,Japan,JPN,2014,3.86,31.44,87329,1.15
3403,Peru,PER,2001,7.1,38.11,81805,1.79
3404,Turkey,TUR,2015,19.69,43.82,162345,3.2
3405,Spain,ESP,1990,6.16,42.61,11001,0.59
3406,Turkey,TUR,2008,26.13,48.24,78202,0.36
3407,Egypt,EGY,2014,23.15,29.07,117066,3.18
3408,United States,USA,1994,6.63,45.43,31839,1.02
3409,United States,USA,2010,28.12,40.43,122688,1.42
3410,Japan,JPN,2020,32.26,44.73,195436,2.55
3411,Mexico,MEX,1995,4.2,0.58,71605,0.73
3412,Argentina,ARG,1989,1.96,48.3,18575,0.47
3413,Turkey,TUR,2011,21.96,23.68,59065,2.78
3414,France,FRA,1981,0.6,39.91,4829,0.02
3415,Brazil,BRA,2003,18.65,6.36,65193,0.44
3416,Qatar,QAT,2002,16.83,19.8,40330,0.23
3417,Peru,PER,1981,0.66,13.57,3827,0.04
3418,Egypt,EGY,2017,36.55,14.58,79094,0.86
3419,France,FRA,2010,17.41,6.16,62069,0.89
3420,France,FRA,2019,7.87,40.29,176162,0.43
3421,Turkey,TUR,2005,21.14,0.46,41247,0.76
3422,Peru,PER,2008,9.15,15.63,35212,1.12
3423,Kenya,KEN,1982,1.6,8.72,4153,0.03
3424,Peru,PER,1993,12.5,29.45,44561,0.84
3425,Oman,OMN,2004,17.45,12.71,35816,1.47
3426,Canada,CAN,1980,0.0,12.95,0,0.0
3427,France,FRA,1982,1.03,24.42,7018,0.13
3428,India,IND,2005,10.7,32.63,109873,2.5
3429,Nigeria,NGR,1997,7.1,6.07,32631,1.62
3430,Oman,OMN,1988,5.38,8.78,34155,0.08
3431,Mexico,MEX,2017,28.72,12.36,71766,3.02
3432,Nigeria,NGR,2002,15.63,48.69,81555,0.92
3433,Argentina,ARG,2000,5.57,19.86,54453,0.31
3434,Spain,ESP,1980,0.0,29.95,0,0.0
3435,Russia,RUS,2000,16.25,12.08,77141,0.78
3436,Mexico,MEX,2006,13.73,24.52,48647,1.48
3437,Oman,OMN,1985,2.91,3.71,8532,0.35
3438,Turkey,TUR,2015,27.79,1.74,85165,2.71
3439,Mexico,MEX,2007,18.77,23.44,97555,0.87
3440,Nigeria,NGR,1996,7.49,19.93,30975,0.62
3441,France,FRA,2019,35.33,6.84,67651,1.47
3442,Japan,JPN,1982,0.49,34.38,2079,0.09
3443,Russia,RUS,1991,10.96,49.65,31752,1.1
3444,Denmark,DNK,2018,7.86,19.78,103154,3.04
3445,Canada,CAN,1991,1.25,31.23,21290,1.08
3446,Russia,RUS,1981,0.9,48.15,1214,0.07
3447,Nigeria,NGR,2001,6.73,41.58,57057,0.98
3448,Mexico,MEX,2002,16.65,23.18,91362,0.99
3449,Egypt,EGY,2009,24.07,36.87,111972,1.57
3450,Turkey,TUR,1984,3.49,6.41,17772,0.19
3451,United Kingdom,UK,1988,7.94,25.61,8306,0.68
3452,France,FRA,2000,7.29,13.95,97313,1.04
3453,Turkey,TUR,1990,7.39,8.06,23656,0.37
3454,France,FRA,1984,0.82,21.31,19846,0.32
3455,Denmark,DNK,2014,15.85,6.55,68356,2.95
3456,Nigeria,NGR,2006,22.44,34.95,75039,1.24
3457,United Kingdom,UK,1981,0.43,22.81,2415,0.07
3458,Brazil,BRA,2003,14.54,26.56,55729,0.35
3459,Spain,ESP,2010,16.6,7.32,131073,1.73
3460,Mexico,MEX,2012,21.8,6.99,127541,0.45
3461,Mexico,MEX,2018,37.07,29.17,188807,0.48
3462,Russia,RUS,2009,4.35,49.25,100167,1.89
3463,Brazil,BRA,2016,22.2,4.81,102708,1.34
3464,Brazil,BRA,2007,23.67,14.29,36727,2.07
3465,India,IND,2010,16.0,43.47,149587,2.72
3466,Oman,OMN,1990,1.71,3.61,32061,0.23
3467,Kenya,KEN,2002,13.3,43.79,83642,1.65
3468,India,IND,1981,0.4,26.21,2626,0.06
3469,Denmark,DNK,2019,9.34,20.41,124443,0.78
3470,Qatar,QAT,2020,34.57,15.48,190812,2.75
3471,Argentina,ARG,2006,14.81,14.86,43307,1.69
3472,Mexico,MEX,2014,31.96,15.29,73762,1.92
3473,Germany,GER,1981,0.83,44.24,1608,0.09
3474,Spain,ESP,2018,27.5,36.19,158416,2.16
3475,United States,USA,2016,3.76,33.49,44934,3.57
3476,Turkey,TUR,2000,9.7,39.94,26530,1.12
3477,Nigeria,NGR,1984,1.11,12.86,8775,0.08
3478,Japan,JPN,2000,18.39,30.9,61135,1.05
3479,Egypt,EGY,2008,7.2,23.0,73502,0.74
3480,Kenya,KEN,1999,6.79,39.12,22406,1.21
3481,Denmark,DNK,2017,20.91,15.46,178708,2.68
3482,Egypt,EGY,1999,6.4,32.16,91418,0.99
3483,Kenya,KEN,2004,6.93,44.11,50818,0.45
3484,Mexico,MEX,1981,0.64,20.11,3926,0.05
3485,Kenya,KEN,2011,5.58,3.33,102743,0.54
3486,India,IND,2005,3.81,25.8,48747,1.78
3487,Brazil,BRA,1985,2.18,17.3,10243,0.41
3488,India,IND,2020,29.94,33.61,118584,3.86
3489,Russia,RUS,1982,1.2,47.55,5353,0.05
3490,Egypt,EGY,2012,15.38,24.28,69277,1.85
3491,Canada,CAN,1980,0.0,23.31,0,0.0
3492,Nigeria,NGR,1984,1.72,32.73,11703,0.37
3493,Oman,OMN,1992,11.31,5.17,43432,0.8
3494,Oman,OMN,1998,2.69,12.68,31627,0.42
3495,Kenya,KEN,1991,7.77,45.95,34474,0.54
3496,Denmark,DNK,2004,21.65,33.5,54525,1.65
3497,Japan,JPN,2014,28.0,0.67,105592,2.48
3498,Brazil,BRA,1991,2.92,10.23,45356,0.96
3499,United Kingdom,UK,2009,10.62,34.14,118193,0.76
3500,Argentina,ARG,1984,2.98,38.22,9667,0.38
3501,Germany,GER,2013,5.8,41.99,124644,0.51
3502,Spain,ESP,2001,17.44,14.61,100068,2.07
3503,Canada,CAN,2018,28.39,46.55,133101,3.31
3504,United States,USA,1992,9.08,27.65,19123,0.83
3505,United States,USA,1982,0.38,34.83,7437,0.15
3506,Canada,CAN,1999,14.17,29.84,26972,0.31
3507,Canada,CAN,2010,21.36,6.14,134653,0.41
3508,Spain,ESP,1984,3.39,48.16,12266,0.08
3509,Germany,GER,2003,3.16,6.14,58432,0.41
3510,Peru,PER,2019,4.71,12.74,47893,2.31
3511,Spain,ESP,2012,13.94,40.68,80740,0.94
3512,Turkey,TUR,1987,1.64,30.93,32289,0.61
3513,Oman,OMN,2003,13.86,41.91,24930,1.15
3514,United States,USA,1999,17.59,25.79,55073,1.38
3515,United States,USA,1995,6.78,18.85,70869,1.03
3516,Turkey,TUR,1991,9.47,46.09,28373,0.43
3517,Denmark,DNK,1992,1.2,1.81,32552,0.38
3518,Argentina,ARG,2018,9.56,42.81,125941,1.55
3519,Turkey,TUR,2004,3.06,11.54,68441,1.96
3520,Argentina,ARG,2011,12.26,42.44,51906,1.95
3521,Oman,OMN,2003,21.1,6.96,24707,0.75
3522,United States,USA,1988,1.5,29.01,27513,0.67
3523,United States,USA,2019,25.18,44.41,182645,0.58
3524,Kenya,KEN,2002,11.14,23.68,31360,1.6
3525,Mexico,MEX,1992,11.34,37.33,22125,0.59
3526,Japan,JPN,2011,6.52,40.23,76908,2.35
3527,Japan,JPN,1994,4.07,36.82,59289,1.31
3528,Egypt,EGY,2015,4.43,46.27,72696,2.71
3529,Argentina,ARG,1984,1.96,22.34,18112,0.2
3530,Spain,ESP,2001,7.35,8.66,25616,0.5
3531,Brazil,BRA,1995,13.24,2.39,71457,1.24
3532,Oman,OMN,2020,25.78,12.32,129719,2.06
3533,Japan,JPN,1989,5.87,7.16,32715,0.15
3534,Denmark,DNK,2003,13.31,27.9,56827,1.72
3535,Egypt,EGY,1997,3.11,9.25,70175,0.62
3536,Mexico,MEX,1997,8.51,1.95,28326,0.24
3537,United Kingdom,UK,1986,6.0,1.8,7173,0.55
3538,Canada,CAN,1983,2.56,41.58,7746,0.16
3539,Nigeria,NGR,2005,22.6,29.57,110369,0.88
3540,United Kingdom,UK,1984,3.36,17.9,16078,0.3
3541,United Kingdom,UK,1995,2.89,44.71,46029,1.35
3542,Oman,OMN,2014,10.36,3.51,111810,0.34
3543,Germany,GER,2005,2.57,49.02,37989,1.8
3544,Qatar,QAT,1997,6.34,30.81,74166,1.34
3545,Germany,GER,2008,5.54,9.17,116139,0.81
3546,India,IND,2002,11.56,33.95,79769,1.19
3547,Egypt,EGY,1993,9.22,38.17,37241,0.23
3548,Peru,PER,1994,12.42,21.47,68009,1.08
3549,Denmark,DNK,2012,24.78,43.08,144516,2.76
3550,Kenya,KEN,2004,22.67,7.54,85865,0.47
3551,United States,USA,2000,2.97,13.94,49744,1.67
3552,Qatar,QAT,1996,1.78,4.67,55553,1.27
3553,Turkey,TUR,2002,15.29,10.54,72638,0.91
3554,United States,USA,1996,5.77,11.94,41231,1.15
3555,Oman,OMN,1993,4.27,45.88,28947,0.13
3556,India,IND,2008,11.14,3.91,73585,2.63
3557,Japan,JPN,1999,6.51,21.37,62617,1.13
3558,Russia,RUS,2009,16.25,26.62,78663,1.91
3559,United Kingdom,UK,1998,8.93,44.93,36977,1.26
3560,Russia,RUS,2018,21.33,49.88,153666,2.3
3561,Germany,GER,1992,8.47,37.67,37510,1.05
3562,Peru,PER,1997,7.62,48.54,21601,1.1
3563,Peru,PER,2002,7.18,39.36,54411,2.02
3564,Denmark,DNK,2012,7.99,48.16,145268,2.0
3565,Qatar,QAT,2018,15.75,35.36,152795,0.97
3566,Canada,CAN,2019,29.94,3.99,89426,3.6
3567,Egypt,EGY,1997,13.28,20.1,80796,1.21
3568,Argentina,ARG,1988,5.6,32.33,10451,0.58
3569,Canada,CAN,2012,9.94,17.54,155038,3.16
3570,Qatar,QAT,2011,19.51,13.67,61467,0.52
3571,India,IND,1996,9.82,28.87,16582,0.78
3572,Denmark,DNK,1998,9.65,46.68,49234,0.57
3573,Brazil,BRA,2006,15.47,1.75,63332,1.74
3574,Kenya,KEN,1985,2.71,38.46,15781,0.41
3575,Denmark,DNK,2014,20.7,36.14,142361,3.3
3576,Canada,CAN,2016,26.78,48.2,157310,1.83
3577,Brazil,BRA,2013,6.56,46.54,85962,2.67
3578,Spain,ESP,1999,14.72,38.11,51668,1.76
3579,United States,USA,2004,5.34,26.02,38225,1.72
3580,Oman,OMN,1983,0.48,10.21,3570,0.1
3581,Egypt,EGY,1989,8.81,27.26,32083,0.58
3582,Japan,JPN,1989,8.65,38.27,11319,0.88
3583,France,FRA,2003,3.55,44.78,90512,2.27
3584,Egypt,EGY,2000,9.98,39.49,63127,1.36
3585,Kenya,KEN,1990,2.68,9.76,17943,0.9
3586,India,IND,2006,13.96,29.98,82110,0.73
3587,Germany,GER,1995,12.71,16.61,25979,0.48
3588,Germany,GER,2005,23.89,0.46,68873,2.39
3589,France,FRA,2009,19.45,10.01,121748,0.64
3590,United States,USA,1995,6.28,5.66,42715,0.41
3591,Canada,CAN,1986,3.86,42.14,9568,0.29
3592,United Kingdom,UK,1995,5.71,12.93,58429,0.95
3593,Qatar,QAT,2014,31.24,14.23,59400,2.19
3594,Denmark,DNK,1995,13.25,48.0,59312,0.54
3595,Nigeria,NGR,2019,23.49,18.95,113778,3.62
3596,France,FRA,1991,4.32,0.48,30964,1.02
3597,United Kingdom,UK,2014,12.38,14.19,149795,1.54
3598,Denmark,DNK,2000,2.6,5.96,76688,0.98
3599,Qatar,QAT,2015,29.2,5.14,39607,2.56
3600,Japan,JPN,1996,8.09,3.87,34955,1.11
3601,Egypt,EGY,2011,12.17,29.66,138994,1.38
3602,Oman,OMN,2020,20.96,9.47,42932,1.89
3603,Turkey,TUR,1985,4.18,18.06,15905,0.21
3604,Egypt,EGY,2003,4.88,43.1,89959,0.72
3605,Russia,RUS,2006,22.67,21.22,90673,1.33
3606,United Kingdom,UK,1999,17.25,45.78,76800,1.36
3607,Peru,PER,2004,22.85,24.9,93666,1.84
3608,Russia,RUS,1981,0.46,19.94,3768,0.08
3609,Qatar,QAT,1988,2.36,37.52,34289,0.35
3610,Denmark,DNK,2007,11.78,3.66,96734,2.13
3611,Germany,GER,2017,14.79,4.47,96557,0.39
3612,Russia,RUS,1982,0.52,32.6,5775,0.11
3613,India,IND,1999,12.28,24.35,73471,1.55
3614,Spain,ESP,1985,2.64,39.52,22526,0.33
3615,Russia,RUS,2018,33.41,45.81,79377,2.0
3616,Kenya,KEN,2012,4.12,19.42,75785,2.18
3617,Kenya,KEN,1980,0.0,29.82,0,0.0
3618,Brazil,BRA,2016,28.32,25.03,119305,2.2
3619,Japan,JPN,1985,3.92,49.08,8579,0.41
3620,Spain,ESP,2013,29.62,41.55,120607,3.24
3621,Mexico,MEX,1994,10.59,45.59,69482,1.03
3622,Kenya,KEN,2005,23.38,12.72,107345,1.54
3623,Spain,ESP,1993,5.19,38.63,51778,0.17
3624,Denmark,DNK,1986,3.32,13.27,10993,0.26
3625,Russia,RUS,2010,3.38,10.44,135136,1.83
3626,United States,USA,2003,2.44,47.21,71372,1.88
3627,Qatar,QAT,2010,9.48,0.97,136714,1.48
3628,Egypt,EGY,2008,5.34,48.27,64940,2.7
3629,France,FRA,2011,10.36,7.46,38694,1.07
3630,Spain,ESP,1996,4.15,40.97,46462,1.23
3631,Argentina,ARG,1993,1.63,13.8,27031,0.62
3632,United Kingdom,UK,2019,35.82,17.54,150575,2.1
3633,Denmark,DNK,2015,3.76,10.84,168994,2.88
3634,Spain,ESP,2003,17.54,29.28,86569,0.84
3635,Japan,JPN,2006,6.16,17.4,118241,0.49
3636,Brazil,BRA,2004,22.1,32.87,67490,1.36
3637,India,IND,2011,28.01,0.78,126683,1.79
3638,Qatar,QAT,1997,11.7,3.22,74326,1.39
3639,Germany,GER,1997,11.99,4.98,65339,1.65
3640,France,FRA,2016,3.77,20.95,109119,0.54
3641,Argentina,ARG,2005,24.66,40.74,87586,1.58
3642,Qatar,QAT,1988,7.12,44.41,30416,0.57
3643,Germany,GER,2014,30.79,12.24,68419,3.36
3644,Spain,ESP,1987,4.85,28.72,29668,0.66
3645,Brazil,BRA,1999,7.8,38.42,91224,1.41
3646,Japan,JPN,2001,18.99,14.44,60080,1.2
3647,Japan,JPN,1998,6.52,20.45,68476,0.44
3648,Oman,OMN,2009,17.59,26.2,114495,1.29
3649,France,FRA,2007,5.12,6.74,98522,1.69
3650,France,FRA,2014,31.61,1.3,108407,2.56
3651,United States,USA,1990,2.27,7.64,45265,0.67
3652,United States,USA,2010,9.07,31.34,83871,2.23
3653,Canada,CAN,2018,22.89,3.68,47287,1.85
3654,Spain,ESP,2015,27.57,9.48,153237,2.64
3655,Spain,ESP,2009,19.07,16.89,107181,0.67
3656,Nigeria,NGR,2002,6.8,3.89,96734,0.54
3657,Russia,RUS,1998,1.82,9.58,27975,0.44
3658,Qatar,QAT,1991,8.6,45.56,12353,0.99
3659,Oman,OMN,1994,13.81,0.96,66324,0.24
3660,Argentina,ARG,2010,24.87,32.67,47727,2.46
3661,Spain,ESP,2016,18.51,19.22,152589,1.12
3662,Canada,CAN,2016,32.88,33.63,154542,1.88
3663,Qatar,QAT,1994,6.56,29.43,53687,1.29
3664,Denmark,DNK,2008,16.03,11.17,42701,1.76
3665,Denmark,DNK,2005,13.24,42.36,91739,0.72
3666,Turkey,TUR,1981,0.5,24.6,4556,0.04
3667,Spain,ESP,1999,15.16,41.13,51340,1.76
3668,United Kingdom,UK,1994,8.04,20.3,37156,0.68
3669,Mexico,MEX,1983,1.16,49.23,8314,0.19
3670,United States,USA,2001,6.98,38.52,27910,1.08
3671,Canada,CAN,2017,4.96,48.3,169019,1.63
3672,India,IND,2002,13.75,25.72,98488,0.66
3673,Peru,PER,2005,7.67,23.68,124790,1.79
3674,Argentina,ARG,1990,2.33,37.77,33407,0.75
3675,Peru,PER,2007,18.59,44.01,108128,0.94
3676,Brazil,BRA,1981,0.71,48.21,1810,0.08
3677,Denmark,DNK,1987,5.44,16.23,25690,0.61
3678,United Kingdom,UK,2008,15.49,39.94,100770,2.6
3679,France,FRA,1990,9.05,10.53,46048,0.25
3680,Argentina,ARG,2016,33.94,27.28,155634,1.34
3681,Spain,ESP,1997,14.05,8.99,80815,1.49
3682,India,IND,1993,8.74,17.37,58179,0.36
3683,United Kingdom,UK,1989,3.36,46.57,40272,0.09
3684,Argentina,ARG,2014,33.48,7.3,42666,3.0
3685,Egypt,EGY,1988,2.77,31.62,35070,0.32
3686,Russia,RUS,2014,9.6,29.65,116617,1.61
3687,France,FRA,1990,4.98,6.04,25217,0.5
3688,India,IND,1991,1.66,16.3,13486,0.95
3689,Oman,OMN,1982,1.96,28.15,7421,0.08
3690,Russia,RUS,2018,23.92,9.36,87886,3.43
3691,Canada,CAN,1993,7.82,40.03,37324,0.85
3692,United Kingdom,UK,2007,18.64,48.61,100626,1.55
3693,Nigeria,NGR,1990,5.47,10.74,46470,0.39
3694,Russia,RUS,2018,4.9,9.35,163466,1.21
3695,Mexico,MEX,2004,15.63,22.75,67257,1.59
3696,Kenya,KEN,2000,14.89,37.39,51022,1.0
3697,United States,USA,1989,4.28,14.08,17632,0.83
3698,Denmark,DNK,1994,10.94,0.99,34855,0.76
3699,Nigeria,NGR,1998,5.48,27.06,25995,1.01
3700,Brazil,BRA,2001,6.28,47.83,102572,1.0
3701,United Kingdom,UK,2000,4.91,19.56,65913,1.62
3702,Egypt,EGY,2011,13.48,21.01,46847,1.5
3703,India,IND,2002,18.97,48.45,53046,0.75
3704,Germany,GER,1992,10.14,34.73,38257,1.05
3705,Peru,PER,1984,1.78,35.96,12526,0.25
3706,Canada,CAN,1983,1.89,28.14,3426,0.19
3707,Turkey,TUR,2007,20.22,48.73,129690,1.75
3708,Russia,RUS,1993,4.12,34.44,27319,0.97
3709,United Kingdom,UK,1987,1.76,44.75,7453,0.27
3710,United Kingdom,UK,1988,7.8,34.97,10446,0.1
3711,Turkey,TUR,2014,22.3,36.76,112906,2.82
3712,United States,USA,2016,35.4,14.52,55841,0.78
3713,Russia,RUS,2000,8.08,15.17,23337,1.5
3714,India,IND,1997,12.46,39.15,42814,0.3
3715,Argentina,ARG,2012,9.61,14.84,111713,1.4
3716,Spain,ESP,1987,2.35,28.14,10131,0.11
3717,Nigeria,NGR,1996,8.97,12.47,36052,0.91
3718,Mexico,MEX,2010,11.63,40.85,80131,2.06
3719,Egypt,EGY,2013,8.28,5.53,54048,0.84
3720,Nigeria,NGR,1985,1.68,41.47,15121,0.22
3721,Spain,ESP,2001,2.78,30.14,28157,1.97
3722,France,FRA,1993,9.54,9.35,15418,0.65
3723,Argentina,ARG,1982,1.09,27.1,6158,0.16
3724,Egypt,EGY,1991,2.03,14.12,21907,1.03
3725,Peru,PER,2015,8.91,16.17,48352,3.42
3726,Egypt,EGY,1991,2.12,17.58,29652,1.0
3727,Argentina,ARG,1981,0.65,3.17,4660,0.04
3728,Turkey,TUR,1981,0.18,49.3,3896,0.1
3729,Russia,RUS,1994,10.9,1.58,59674,1.16
3730,Japan,JPN,2002,2.61,33.12,98728,1.88
3731,United Kingdom,UK,2008,9.08,18.56,136934,0.32
3732,Egypt,EGY,1996,14.43,32.3,64847,1.53
3733,Brazil,BRA,2011,23.15,17.81,106442,2.48
3734,Qatar,QAT,1986,0.99,33.69,14770,0.47
3735,Germany,GER,2009,24.33,36.46,50070,0.5
3736,Denmark,DNK,2007,14.68,34.53,101159,0.84
3737,Argentina,ARG,1993,11.21,5.7,64737,1.26
3738,Oman,OMN,2009,18.58,32.84,83213,1.6
3739,United States,USA,1996,11.42,14.0,62315,0.73
3740,Germany,GER,2011,30.82,1.44,92391,2.65
3741,Qatar,QAT,1985,1.55,20.74,13638,0.09
3742,Peru,PER,2003,15.22,21.68,60748,1.09
3743,United Kingdom,UK,1985,2.57,23.36,15092,0.22
3744,United States,USA,2006,3.52,35.24,64157,1.08
3745,Turkey,TUR,1997,1.92,15.44,67916,0.64
3746,Kenya,KEN,2003,4.77,15.76,103433,0.66
3747,Japan,JPN,2016,24.63,3.03,163135,0.92
3748,India,IND,2003,14.04,34.34,43948,1.56
3749,Kenya,KEN,2017,22.13,28.39,169594,3.43
3750,Spain,ESP,2013,4.25,17.47,78084,1.84
3751,Brazil,BRA,2019,20.37,35.26,87251,1.44
3752,France,FRA,1994,13.05,26.87,54698,0.34
3753,Egypt,EGY,1990,4.58,23.46,22187,0.85
3754,Japan,JPN,2001,13.91,25.57,25449,2.05
3755,Egypt,EGY,2003,18.44,31.82,57372,0.95
3756,Turkey,TUR,1980,0.0,33.0,0,0.0
3757,United States,USA,1997,9.64,14.45,39233,1.09
3758,Japan,JPN,1991,9.59,7.04,38700,0.88
3759,Spain,ESP,2007,12.21,7.83,98292,1.38
3760,Spain,ESP,2019,35.09,31.97,153462,2.6
3761,Nigeria,NGR,1986,1.9,43.64,27531,0.45
3762,Germany,GER,2002,7.75,20.47,60065,2.12
3763,Canada,CAN,2000,2.96,8.48,33314,0.5
3764,Kenya,KEN,2013,26.93,37.83,75098,3.29
3765,Brazil,BRA,1990,4.75,41.62,27286,0.45
3766,Canada,CAN,2001,6.43,44.03,80966,1.58
3767,Russia,RUS,2014,10.49,30.34,35784,2.09
3768,Brazil,BRA,2008,25.52,43.04,63367,1.51
3769,Kenya,KEN,2007,22.96,0.77,111222,1.97
3770,France,FRA,1997,10.17,5.36,62618,0.78
3771,Mexico,MEX,1993,8.51,4.63,51050,0.28
3772,Germany,GER,1997,8.96,35.63,72203,0.92
3773,Qatar,QAT,2007,12.22,3.48,111589,1.54
3774,France,FRA,2003,21.25,24.82,85760,0.65
3775,United States,USA,1987,1.49,23.64,19310,0.66
3776,Japan,JPN,1987,3.34,15.54,34540,0.21
3777,United States,USA,1983,1.23,43.52,9828,0.14
3778,Nigeria,NGR,2006,14.26,8.52,47087,0.62
3779,United Kingdom,UK,2015,17.92,17.62,75993,2.04
3780,United States,USA,1984,2.27,38.71,15096,0.15
3781,Canada,CAN,2012,7.23,1.52,150366,1.73
3782,Qatar,QAT,2013,18.54,33.65,56591,1.0
3783,Brazil,BRA,2009,9.23,40.82,38552,0.43
3784,Brazil,BRA,1987,1.86,46.61,31682,0.56
3785,Canada,CAN,2018,6.02,43.81,177122,2.57
3786,France,FRA,2005,19.66,15.97,52637,1.02
3787,Qatar,QAT,2016,17.45,29.32,90329,0.51
3788,Kenya,KEN,2013,21.91,3.86,120144,2.9
3789,Japan,JPN,1986,4.53,12.89,13918,0.15
3790,Argentina,ARG,2019,27.74,4.71,175836,3.66
3791,Russia,RUS,2007,14.13,15.76,38618,1.43
3792,France,FRA,2018,17.07,43.76,43773,1.54
3793,Japan,JPN,2018,16.66,17.36,69689,2.92
3794,Denmark,DNK,2007,18.25,28.09,57897,2.4
3795,Brazil,BRA,1993,7.09,21.67,18872,0.56
3796,Denmark,DNK,2017,31.98,22.95,46722,1.73
3797,Argentina,ARG,1983,2.66,48.48,12067,0.15
3798,United Kingdom,UK,1997,4.31,14.81,28170,1.58
3799,Kenya,KEN,2004,5.34,31.37,111736,1.74
3800,Qatar,QAT,1986,4.0,21.0,14831,0.19
3801,United Kingdom,UK,2017,13.73,3.06,136249,0.99
3802,Russia,RUS,2007,3.15,24.47,51343,0.83
3803,Denmark,DNK,1984,3.6,40.67,7845,0.13
3804,Brazil,BRA,1982,0.61,4.94,6597,0.06
3805,Oman,OMN,2010,28.09,3.48,97277,2.08
3806,Argentina,ARG,1999,14.17,7.68,77423,0.39
3807,Spain,ESP,1998,14.15,38.22,72562,0.81
3808,Oman,OMN,1990,2.81,36.2,36827,0.66
3809,Denmark,DNK,2019,12.12,28.25,109064,1.41
3810,Germany,GER,1982,1.14,23.41,9125,0.03
3811,Spain,ESP,2002,5.61,44.42,76786,0.38
3812,Japan,JPN,1986,2.25,38.33,29764,0.13
3813,Denmark,DNK,2002,8.56,40.6,94104,1.87
3814,United Kingdom,UK,1986,1.46,40.66,7063,0.42
3815,Argentina,ARG,2013,9.39,32.14,75318,0.52
3816,Kenya,KEN,1998,14.57,22.9,59175,0.81
3817,Denmark,DNK,1988,2.0,43.23,31087,0.28
3818,Japan,JPN,1997,2.14,46.3,54422,1.05
3819,Oman,OMN,2020,26.66,1.19,165780,2.28
3820,Peru,PER,2004,23.48,2.58,51134,1.28
3821,Kenya,KEN,1993,5.18,47.94,22563,0.5
3822,France,FRA,2004,4.96,13.86,29176,0.54
3823,Russia,RUS,1998,11.04,43.67,59278,1.38
3824,France,FRA,2018,34.8,19.44,142667,3.39
3825,Spain,ESP,1994,11.28,5.96,32264,1.33
3826,Kenya,KEN,1995,9.9,4.02,51815,0.23
3827,Turkey,TUR,2006,9.97,7.83,31424,1.99
3828,Turkey,TUR,2019,22.92,12.49,54489,2.94
3829,Canada,CAN,1989,1.64,24.43,34263,0.86
3830,United States,USA,1983,2.13,35.07,7416,0.1
3831,Qatar,QAT,1998,13.55,49.32,66336,1.38
3832,Qatar,QAT,2007,26.15,22.08,116825,0.4
3833,Denmark,DNK,2000,6.69,25.91,88209,1.34
3834,Japan,JPN,1993,1.52,26.09,21952,0.54
3835,United Kingdom,UK,2012,18.91,26.97,94244,2.53
3836,Spain,ESP,1989,6.63,25.89,35421,0.79
3837,Mexico,MEX,1998,14.6,0.44,73726,0.77
3838,Japan,JPN,2009,7.96,0.09,120022,1.66
3839,Kenya,KEN,2001,7.05,4.88,40166,0.43
3840,Turkey,TUR,1982,1.12,5.08,3540,0.1
3841,United States,USA,2016,14.31,35.24,120961,1.53
3842,Oman,OMN,2020,34.98,10.25,158573,1.06
3843,India,IND,1997,8.95,44.74,38701,1.54
3844,Germany,GER,1990,8.2,46.43,14188,0.23
3845,Spain,ESP,1981,0.62,48.79,3866,0.07
3846,Qatar,QAT,1991,8.75,46.95,24186,0.99
3847,United States,USA,1985,2.0,13.59,8327,0.46
3848,Qatar,QAT,2019,33.08,25.49,62044,3.17
3849,Argentina,ARG,2008,9.72,8.77,63269,0.72
3850,Peru,PER,2009,17.15,40.31,97750,2.42
3851,Egypt,EGY,1981,0.29,44.42,2433,0.03
3852,Mexico,MEX,1988,4.22,42.56,8661,0.74
3853,Russia,RUS,1981,0.39,21.67,1387,0.07
